false	Snappy	0.75	Literal [1, 1]	Literal [1, 1, 1, 1, 1, 1, 1]	8622916
false	Snappy	0.75	Literal [1, 1]	Delta [1, 1, 1, 1, 1, 1, 1]	12411247
false	Snappy	0.75	Literal [1, 1]	Literal [2, 1, 1, 1, 1, 1]	8622916
false	Snappy	0.75	Literal [1, 1]	Delta [2, 1, 1, 1, 1, 1]	12136209
false	Snappy	0.75	Literal [1, 1]	Literal [1, 2, 1, 1, 1, 1]	8622916
false	Snappy	0.75	Literal [1, 1]	Delta [1, 2, 1, 1, 1, 1]	12137210
false	Snappy	0.75	Literal [1, 1]	Literal [1, 1, 2, 1, 1, 1]	8834389
false	Snappy	0.75	Literal [1, 1]	Delta [1, 1, 2, 1, 1, 1]	12021019
false	Snappy	0.75	Literal [1, 1]	Literal [1, 1, 1, 2, 1, 1]	8258143
false	Snappy	0.75	Literal [1, 1]	Delta [1, 1, 1, 2, 1, 1]	12021382
false	Snappy	0.75	Literal [1, 1]	Literal [1, 1, 1, 1, 2, 1]	8127009
false	Snappy	0.75	Literal [1, 1]	Delta [1, 1, 1, 1, 2, 1]	11853475
false	Snappy	0.75	Literal [1, 1]	Literal [1, 1, 1, 1, 1, 2]	8524712
false	Snappy	0.75	Literal [1, 1]	Delta [1, 1, 1, 1, 1, 2]	12492326
false	Snappy	0.75	Literal [1, 1]	Literal [3, 1, 1, 1, 1]	8622916
false	Snappy	0.75	Literal [1, 1]	Delta [3, 1, 1, 1, 1]	11277049
false	Snappy	0.75	Literal [1, 1]	Literal [2, 2, 1, 1, 1]	8834389
false	Snappy	0.75	Literal [1, 1]	Delta [2, 2, 1, 1, 1]	11616773
false	Snappy	0.75	Literal [1, 1]	Literal [2, 1, 2, 1, 1]	8258143
false	Snappy	0.75	Literal [1, 1]	Delta [2, 1, 2, 1, 1]	11743691
false	Snappy	0.75	Literal [1, 1]	Literal [2, 1, 1, 2, 1]	8127009
false	Snappy	0.75	Literal [1, 1]	Delta [2, 1, 1, 2, 1]	11578604
false	Snappy	0.75	Literal [1, 1]	Literal [2, 1, 1, 1, 2]	8524712
false	Snappy	0.75	Literal [1, 1]	Delta [2, 1, 1, 1, 2]	12217301
false	Snappy	0.75	Literal [1, 1]	Literal [1, 3, 1, 1, 1]	8881421
false	Snappy	0.75	Literal [1, 1]	Delta [1, 3, 1, 1, 1]	11353414
false	Snappy	0.75	Literal [1, 1]	Literal [1, 2, 2, 1, 1]	8258143
false	Snappy	0.75	Literal [1, 1]	Delta [1, 2, 2, 1, 1]	11743273
false	Snappy	0.75	Literal [1, 1]	Literal [1, 2, 1, 2, 1]	8127009
false	Snappy	0.75	Literal [1, 1]	Delta [1, 2, 1, 2, 1]	11581295
false	Snappy	0.75	Literal [1, 1]	Literal [1, 2, 1, 1, 2]	8524712
false	Snappy	0.75	Literal [1, 1]	Delta [1, 2, 1, 1, 2]	12218313
false	Snappy	0.75	Literal [1, 1]	Literal [1, 1, 3, 1, 1]	8411168
false	Snappy	0.75	Literal [1, 1]	Delta [1, 1, 3, 1, 1]	11647261
false	Snappy	0.75	Literal [1, 1]	Literal [1, 1, 2, 2, 1]	8334212
false	Snappy	0.75	Literal [1, 1]	Delta [1, 1, 2, 2, 1]	11435301
false	Snappy	0.75	Literal [1, 1]	Literal [1, 1, 2, 1, 2]	8734090
false	Snappy	0.75	Literal [1, 1]	Delta [1, 1, 2, 1, 2]	12095429
false	Snappy	0.75	Literal [1, 1]	Literal [1, 1, 1, 3, 1]	7757178
false	Snappy	0.75	Literal [1, 1]	Delta [1, 1, 1, 3, 1]	11561541
false	Snappy	0.75	Literal [1, 1]	Literal [1, 1, 1, 2, 2]	8149331
false	Snappy	0.75	Literal [1, 1]	Delta [1, 1, 1, 2, 2]	12067205
false	Snappy	0.75	Literal [1, 1]	Literal [1, 1, 1, 1, 3]	7962488
false	Snappy	0.75	Literal [1, 1]	Delta [1, 1, 1, 1, 3]	11953882
false	Snappy	0.75	Literal [1, 1]	Literal [4, 1, 1, 1]	9056867
false	Snappy	0.75	Literal [1, 1]	Delta [4, 1, 1, 1]	10750450
false	Snappy	0.75	Literal [1, 1]	Literal [3, 2, 1, 1]	8258143
false	Snappy	0.75	Literal [1, 1]	Delta [3, 2, 1, 1]	10882607
false	Snappy	0.75	Literal [1, 1]	Literal [3, 1, 2, 1]	8127009
false	Snappy	0.75	Literal [1, 1]	Delta [3, 1, 2, 1]	10721026
false	Snappy	0.75	Literal [1, 1]	Literal [3, 1, 1, 2]	8524712
false	Snappy	0.75	Literal [1, 1]	Delta [3, 1, 1, 2]	11358123
false	Snappy	0.75	Literal [1, 1]	Literal [2, 3, 1, 1]	8411168
false	Snappy	0.75	Literal [1, 1]	Delta [2, 3, 1, 1]	11243214
false	Snappy	0.75	Literal [1, 1]	Literal [2, 2, 2, 1]	8334212
false	Snappy	0.75	Literal [1, 1]	Delta [2, 2, 2, 1]	11030775
false	Snappy	0.75	Literal [1, 1]	Literal [2, 2, 1, 2]	8734090
false	Snappy	0.75	Literal [1, 1]	Delta [2, 2, 1, 2]	11691193
false	Snappy	0.75	Literal [1, 1]	Literal [2, 1, 3, 1]	7757178
false	Snappy	0.75	Literal [1, 1]	Delta [2, 1, 3, 1]	11283853
false	Snappy	0.75	Literal [1, 1]	Literal [2, 1, 2, 2]	8149331
false	Snappy	0.75	Literal [1, 1]	Delta [2, 1, 2, 2]	11789506
false	Snappy	0.75	Literal [1, 1]	Literal [2, 1, 1, 3]	7962488
false	Snappy	0.75	Literal [1, 1]	Delta [2, 1, 1, 3]	11679023
false	Snappy	0.75	Literal [1, 1]	Literal [1, 4, 1, 1]	8495854
false	Snappy	0.75	Literal [1, 1]	Delta [1, 4, 1, 1]	11137837
false	Snappy	0.75	Literal [1, 1]	Literal [1, 3, 2, 1]	8384988
false	Snappy	0.75	Literal [1, 1]	Delta [1, 3, 2, 1]	10779459
false	Snappy	0.75	Literal [1, 1]	Literal [1, 3, 1, 2]	8781969
false	Snappy	0.75	Literal [1, 1]	Delta [1, 3, 1, 2]	11427629
false	Snappy	0.75	Literal [1, 1]	Literal [1, 2, 3, 1]	7757178
false	Snappy	0.75	Literal [1, 1]	Delta [1, 2, 3, 1]	11283710
false	Snappy	0.75	Literal [1, 1]	Literal [1, 2, 2, 2]	8149331
false	Snappy	0.75	Literal [1, 1]	Delta [1, 2, 2, 2]	11789079
false	Snappy	0.75	Literal [1, 1]	Literal [1, 2, 1, 3]	7962488
false	Snappy	0.75	Literal [1, 1]	Delta [1, 2, 1, 3]	11681818
false	Snappy	0.75	Literal [1, 1]	Literal [1, 1, 4, 1]	7880710
false	Snappy	0.75	Literal [1, 1]	Delta [1, 1, 4, 1]	11355514
false	Snappy	0.75	Literal [1, 1]	Literal [1, 1, 3, 2]	8306071
false	Snappy	0.75	Literal [1, 1]	Delta [1, 1, 3, 2]	11695038
