Date,Open,High,Low,Close,Volume,Adj Close
2008-04-18,86.728,89.686,86.103,88.719,154998200,106.933
2008-04-17,88.15,88.435,86.103,86.33,134541000,104.054
2008-04-16,87.069,88.15,85.819,88.036,126889300,106.111
2008-04-15,85.989,86.387,84.852,86.103,201167900,103.78
2008-04-14,85.932,86.933,84.852,85.193,139502200,102.684
2008-04-11,91.278,91.449,86.444,86.558,238080300,104.328
2008-04-10,91.278,91.847,89.117,90.482,137599100,109.058
2008-04-09,90.596,92.131,57.554,90.766,111584200,109.401
2008-04-08,90.994,91.904,89.97,90.254,127212800,108.784
2008-04-07,90.994,91.733,90.084,91.62,105591500,110.429
2008-04-04,91.164,92.245,89.06,90.539,115382500,109.127
2008-04-03,90.482,91.449,89.401,91.221,160561300,109.95
2008-04-02,88.207,90.254,87.638,90.084,179091600,108.578
2008-04-01,84.738,88.15,84.511,87.752,190413100,105.768
2008-03-31,85.364,86.672,84.681,85.819,225527800,103.438
2008-03-28,89.515,89.913,88.776,89.288,89160500,107.619
2008-03-27,87.013,89.686,86.728,89.515,167640100,107.893
2008-03-26,87.354,89.856,86.558,87.354,182859400,105.288
2008-03-25,88.719,89.06,85.364,86.387,187869700,104.123
2008-03-24,84.908,84.908,84.908,84.908,000,102.34
2008-03-21,84.908,84.908,84.908,84.908,000,102.34
2008-03-20,84.169,85.875,83.771,84.908,343057900,102.34
2008-03-19,87.582,88.435,83.203,84.511,281722200,101.861
2008-03-18,85.875,87.98,85.306,87.013,182921700,104.877
2008-03-17,83.714,85.648,83.145,84.624,196815600,101.998
2008-03-14,85.989,88.264,85.022,85.25,178057000,102.752
2008-03-13,88.946,87.183,85.306,86.387,187657400,104.123
2008-03-12,89.003,89.856,87.468,87.468,171484500,105.425
2008-03-11,88.662,89.288,87.24,87.752,208961900,105.768
2008-03-10,87.297,88.378,85.875,86.103,148675600,103.78
2008-03-07,87.922,88.89,87.468,87.752,165951400,105.768
2008-03-06,90.88,90.994,88.719,89.003,120857000,107.276
2008-03-05,89.856,91.278,89.23,90.994,148917500,109.675
2008-03-04,90.994,93.098,88.491,89.572,186197800,107.961
2008-03-03,91.335,92.529,90.482,90.994,126513600,109.675
2008-02-29,91.676,93.098,91.278,92.529,185602200,111.526
2008-02-28,93.382,93.781,90.652,91.79,266322900,110.635
2008-02-27,95.714,95.942,92.928,93.382,206262900,112.554
2008-02-26,94.406,95.884,93.906,95.544,145529000,115.159
2008-02-25,93.553,94.52,92.814,93.894,120015900,113.171
2008-02-22,93.098,94.349,92.359,92.415,129758000,111.389
2008-02-21,93.553,95.43,92.984,93.212,199213800,112.349
2008-02-20,94.69,94.747,90.994,92.131,308189900,111.046
2008-02-19,99.183,99.24,96.339,96.624,158370300,116.462
2008-02-18,97.477,99.808,96.51,98.842,88968000,119.135
2008-02-15,98.956,102.311,96.567,97.192,143572600,117.147
2008-02-14,99.752,100.662,98.671,98.899,115687300,119.203
2008-02-13,99.638,101.003,98.671,99.297,111507500,119.683
2008-02-12,98.671,101.06,97.363,101.06,152852500,121.808
2008-02-11,98.785,99.695,95.834,97.25,103149000,117.216
2008-02-08,97.705,99.695,97.25,99.126,150668500,119.477
2008-02-07,99.126,99.126,95.884,96.681,179296700,116.53
2008-02-06,99.354,99.922,97.989,99.069,145582400,119.409
2008-02-05,101.515,101.793,98.258,98.728,154884000,118.997
2008-02-04,104.017,104.017,100.434,101.174,107875900,121.945
2008-02-01,101.174,103.278,96.681,103.107,233231800,124.276
2008-01-31,100.662,110.074,96.567,99.695,299425400,120.163
2008-01-30,99.411,101.117,99.183,100.605,184290800,121.26
2008-01-29,98.216,99.621,97.761,98.842,125339900,119.135
2008-01-28,98.16,100.264,96.397,97.818,186149200,117.901
2008-01-25,99.468,102.084,56.871,99.695,222249000,120.163
2008-01-24,96.681,102.368,95.031,97.534,301519000,117.558
2008-01-23,100.093,100.207,92.131,93.894,358824000,113.171
2008-01-22,93.837,99.343,92.131,98.387,354955200,118.586
2008-01-21,99.524,100.036,95.145,96.908,275728700,116.804
2008-01-18,101.799,104.074,101.287,101.515,232067100,122.356
2008-01-17,103.79,104.984,102.084,102.368,181522300,123.384
2008-01-16,102.652,103.846,101.515,102.482,233619400,123.522
2008-01-15,103.392,105.78,102.937,103.278,170053400,124.482
2008-01-14,105.382,107.714,103.733,104.074,152173000,125.441
2008-01-11,107.088,108.225,105.212,105.951,162090200,127.703
2008-01-10,107.486,108.169,105.837,107.316,115206500,129.348
2008-01-09,106.633,107.543,105.553,106.975,176488900,128.937
2008-01-08,107.828,110.216,106.917,108.965,188617300,131.336
2008-01-07,105.041,107.884,104.756,106.975,134195200,128.937
2008-01-04,106.349,108.818,104.529,105.667,163980600,127.361
2008-01-03,106.008,106.462,104.529,105.894,115599200,127.635
2008-01-02,106.122,108.283,105.098,105.723,89996900,127.429
2008-01-01,106.804,106.804,106.804,106.804,000,128.731
2007-12-31,106.235,107.002,105.951,106.804,33418600,128.731
2007-12-28,107.486,108.055,106.235,107.145,58601300,129.142
2007-12-27,106.576,107.941,102.311,107.77,67291700,129.896
2007-12-26,107.373,107.373,107.373,107.373,000,129.417
2007-12-25,107.373,107.373,107.373,107.373,000,129.417
2007-12-24,107.486,107.941,105.78,107.373,15097500,129.417
2007-12-21,107.373,107.486,106.235,107.316,220554900,129.348
2007-12-20,104.529,106.178,103.562,105.212,179996900,126.812
2007-12-19,103.619,104.643,102.652,103.392,172551600,124.618
2007-12-18,102.823,104.927,102.368,103.846,149646800,125.167
2007-12-17,103.79,104.188,102.709,102.823,128899100,123.933
2007-12-14,103.506,105.212,103.221,104.188,109090400,125.578
2007-12-13,105.439,106.235,102.993,102.993,165881600,124.138
2007-12-12,102.937,106.633,102.14,106.235,203566300,128.046
2007-12-11,105.382,105.496,103.619,104.131,135336800,125.51
2007-12-10,104.814,105.78,103.562,104.586,142936400,126.058
2007-12-07,105.78,105.854,104.359,105.154,147924500,126.743
2007-12-06,106.462,107.43,105.154,105.78,148433900,127.497
2007-12-05,103.676,106.462,103.278,106.462,224060500,128.32
2007-12-04,103.448,104.188,102.709,102.993,154326500,124.138
2007-12-03,104.586,105.107,103.221,103.392,115785600,124.618
2007-11-30,104.643,104.643,102.482,103.619,181388000,124.893
2007-11-29,104.415,104.927,102.993,103.733,170430300,125.03
2007-11-28,103.392,105.212,101.685,104.984,190011300,126.537
2007-11-27,104.074,105.334,101.287,102.823,181356500,123.933
2007-11-26,106.235,106.235,104.074,104.301,152844000,125.715
2007-11-23,106.406,107.43,105.166,106.406,131188100,128.251
2007-11-22,105.212,107.111,104.814,106.633,105323500,128.526
2007-11-21,107.259,109.335,104.301,104.301,149997000,125.715
2007-11-20,108.169,109.875,106.917,109.477,215355200,130.316
2007-11-19,109.022,110.444,105.95,107.828,139209300,128.353
2007-11-16,108.624,109.192,106.498,108.794,155749300,129.503
2007-11-15,109.078,110.614,108.141,109.704,97372800,130.586
2007-11-14,111.808,112.32,107.031,109.078,238234200,129.842
2007-11-13,107.259,111.808,103.79,111.297,440421900,132.482
2007-11-12,100.776,103.506,100.776,103.506,151360300,123.208
2007-11-09,103.392,104.359,101.401,101.97,137053900,121.38
2007-11-08,102.368,104.984,101.799,103.051,226293200,122.667
2007-11-07,106.633,106.917,103.846,103.903,125441100,123.681
2007-11-06,107.373,107.998,105.439,106.064,125505800,126.254
2007-11-05,104.70,107.43,104.70,107.031,147372300,127.405
2007-11-02,104.074,105.337,102.937,104.643,222577300,124.562
2007-11-01,107.088,107.793,103.96,104.415,236187100,124.291
2007-10-31,108.453,108.823,106.462,107.486,197978600,127.947
2007-10-30,109.477,110.33,103.506,107.941,228050800,128.488
2007-10-29,109.192,111.354,108.231,110.33,226968200,131.331
2007-10-26,107.77,112.024,101.096,110.102,367222600,131.06
2007-10-25,103.221,107.884,101.412,107.884,479338500,128.42
2007-10-24,101.401,103.79,100.832,101.344,223224500,120.636
2007-10-23,102.937,101.003,56.871,101.003,226004200,120.229
2007-10-22,98.16,102.937,97.875,102.198,286252000,121.651
2007-10-19,99.069,101.003,98.743,99.524,135014500,118.469
2007-10-18,99.752,100.463,98.671,99.524,154256000,118.469
2007-10-17,99.183,100.605,98.728,99.808,355388500,118.807
2007-10-16,98.728,101.492,98.50,98.728,193931200,117.521
2007-10-15,101.742,102.027,99.695,100.264,118001700,119.349
2007-10-12,101.117,102.482,100.434,101.97,479043200,121.38
2007-10-11,97.534,102.254,96.283,102.084,533097100,121.515
2007-10-10,97.477,99.524,96.666,97.25,202055600,115.761
2007-10-09,95.657,197.598,95.60,97.25,201451100,115.761
2007-10-08,96.681,97.079,95.373,95.544,343574800,113.73
2007-10-05,97.079,97.818,96.169,96.624,192811600,115.017
2007-10-04,97.477,98.791,91.636,96.169,190525000,114.475
2007-10-03,99.126,99.752,96.535,97.306,325768900,115.829
2007-10-02,101.97,102.254,99.564,99.808,327149100,118.807
2007-10-01,100.377,103.79,99.695,101.629,252375900,120.974
2007-09-28,101.458,101.572,99.808,100.377,504924700,119.484
2007-09-27,100.662,101.799,99.86,101.572,332400700,120.906
2007-09-26,99.013,100.605,98.395,99.979,207386900,119.01
2007-09-25,98.103,98.728,97.306,98.558,394184400,117.318
2007-09-24,97.818,98.842,96.908,98.387,324493900,117.115
2007-09-21,97.25,98.785,96.436,98.103,417940300,116.777
2007-09-20,95.942,97.761,94.975,97.25,254871800,115.761
2007-09-19,96.112,96.681,94.122,95.771,275975300,114.001
2007-09-18,93.951,95.031,90.283,94.634,223697800,112.647
2007-09-17,96.112,96.681,94.406,94.69,231254500,112.715
2007-09-14,95.942,98.444,77.777,96.169,299205700,114.475
2007-09-13,94.69,96.965,93.719,96.51,263415500,114.881
2007-09-12,92.984,94.804,92.70,94.463,206328000,112.444
2007-09-11,90.539,92.757,90.198,92.70,222056700,110.346
2007-09-10,90.823,91.392,89.515,89.743,124597700,106.825
2007-09-07,90.482,91.79,90.198,90.596,273523400,107.841
2007-09-06,91.221,91.528,89.401,90.652,152555600,107.908
2007-09-05,92.074,92.43,90.198,90.254,153735300,107.434
2007-09-04,91.392,92.103,90.652,92.017,399561900,109.533
2007-09-03,91.847,91.96,90.823,91.392,82916000,108.788
2007-08-31,90.652,91.506,89.572,90.88,189002700,108.179
2007-08-30,89.799,90.425,89.003,89.97,210198700,107.096
2007-08-29,88.093,89.629,87.605,89.344,112544800,106.351
2007-08-28,89.401,89.856,88.036,88.15,161717600,104.929
2007-08-27,89.344,89.344,89.344,89.344,000,106.351
2007-08-24,88.946,89.714,85.306,89.344,93222500,106.351
2007-08-23,89.117,113.742,88.423,88.946,175950000,105.877
2007-08-22,89.174,90.937,86.217,88.719,282152400,105.607
2007-08-21,89.117,89.686,87.564,88.946,170114800,105.877
2007-08-20,87.582,89.06,87.297,88.321,157087600,105.133
2007-08-17,84.453,89.356,84.169,87.809,359244400,104.524
2007-08-16,87.127,90.978,85.079,85.079,328227400,101.274
2007-08-15,89.288,91.233,88.491,89.629,171494400,106.69
2007-08-14,89.174,92.131,89.174,89.913,179763200,107.029
2007-08-13,87.013,90.994,86.103,90.027,315901000,107.164
2007-08-10,89.572,91.596,86.274,86.274,301151200,102.696
2007-08-09,91.051,93.155,90.596,91.164,555072400,108.517
2007-08-08,91.278,92.814,90.425,92.586,399694800,110.21
2007-08-07,88.833,90.709,87.98,90.652,188151700,107.908
2007-08-06,89.288,89.401,87.654,87.98,195153400,104.727
2007-08-03,89.458,89.856,85.869,88.719,313965300,105.607
2007-08-02,86.387,89.401,85.453,89.06,245392700,106.013
2007-08-01,84.112,87.098,82.463,85.534,311185100,101.815
2007-07-31,85.136,85.761,83.97,85.306,309931400,101.545
2007-07-30,85.875,85.989,83.544,84.226,307213000,100.258
2007-07-27,83.885,88.435,83.373,85.989,419252100,102.357
2007-07-26,89.003,89.97,84.112,84.908,450180200,101.071
2007-07-25,87.866,90.835,87.735,88.89,220705100,105.81
2007-07-24,90.88,91.62,88.719,88.719,207132700,105.607
2007-07-23,91.847,92.282,89.288,91.335,144291100,108.721
2007-07-20,92.70,93.268,91.107,91.449,331868200,108.856
2007-07-19,92.131,92.472,90.698,92.074,412130700,109.601
2007-07-18,91.562,94.975,90.482,90.482,409117600,107.705
2007-07-17,92.415,95.202,91.562,92.529,470894900,110.143
2007-07-16,93.61,94.52,90.482,92.245,449374800,109.804
2007-07-13,93.553,93.723,92.114,92.814,218499400,110.481
2007-07-12,91.904,93.098,91.392,92.359,291987600,109.939
2007-07-11,91.562,183.847,91.278,91.62,202408100,109.059
2007-07-10,94.804,95.202,65.425,92.472,219353400,110.074
2007-07-09,93.496,94.975,92.984,94.975,304375300,113.053
2007-07-06,92.131,93.582,91.634,92.984,317136700,110.684
2007-07-05,93.837,92.188,92.188,92.188,521371200,109.736
2007-07-04,94.065,94.815,93.268,94.463,186394000,112.444
2007-07-03,94.463,94.918,56.871,94.292,349743100,112.241
2007-07-02,95.486,96.112,93.439,93.837,226680500,111.699
2007-06-29,94.406,95.43,93.61,95.43,291251800,113.595
2007-06-28,94.122,95.942,88.896,94.52,553946600,112.512
2007-06-27,91.051,95.657,90.596,93.155,300976900,110.887
2007-06-26,89.401,92.865,89.23,90.994,354094300,108.315
2007-06-25,88.15,89.856,88.082,89.629,362366000,106.69
2007-06-22,89.174,89.674,88.548,88.719,118691600,105.607
2007-06-21,89.572,90.447,88.89,89.117,236988500,106.081
2007-06-20,90.482,91.482,89.913,90.368,302287000,107.57
2007-06-19,91.904,93.837,85.306,90.368,217874700,107.57
2007-06-18,92.757,92.87,89.401,92.131,174550000,109.669
2007-06-15,92.415,94.782,90.994,92.814,461673900,110.481
2007-06-14,90.425,94.128,88.719,92.302,361517100,109.872
2007-06-13,89.515,90.652,88.662,89.97,347506700,107.096
2007-06-12,90.425,93.098,89.06,89.288,277330800,106.284
2007-06-11,90.709,90.994,89.458,89.799,192399000,106.893
2007-06-08,89.401,91.278,87.582,90.937,322712100,108.247
2007-06-07,90.994,92.472,88.491,90.084,836372400,107.231
2007-06-06,89.458,92.302,88.207,88.207,275525800,104.998
2007-06-05,93.837,94.406,68.245,91.733,433924900,106.331
2007-06-04,92.131,94.178,91.676,91.96,271236600,106.595
2007-06-01,89.686,93.155,89.686,92.643,403425600,107.386
2007-05-31,92.359,92.529,89.263,89.856,442661900,104.156
2007-05-30,90.141,91.581,88.833,90.994,886701000,105.475
2007-05-29,88.491,91.486,87.187,90.823,1596404200,105.277
2007-05-28,86.103,86.103,86.103,86.103,000,99.805
2007-05-25,86.103,87.314,85.077,86.103,394735300,99.805
2007-05-24,85.306,87.927,84.068,86.444,501680600,100.201
2007-05-23,82.52,86.41,80.586,85.25,1019076000,98.816
2007-05-22,82.747,83.942,82.179,82.236,617183200,95.322
2007-05-21,82.69,83.203,81.894,82.69,210100500,95.85
2007-05-18,81.326,82.634,81.028,82.463,331449900,95.586
2007-05-17,81.724,81.883,80.928,81.155,494677900,94.07
2007-05-16,81.382,81.613,80.871,81.212,153734100,94.136
2007-05-15,81.042,81.781,80.70,81.781,423907800,94.795
2007-05-14,80.984,81.445,80.302,81.042,104694000,93.938
2007-05-11,80.473,81.331,79.301,80.814,234883600,93.674
2007-05-10,80.757,82.463,79.847,80.586,274412600,93.41
2007-05-09,82.292,81.667,71.595,80.473,311999800,93.279
2007-05-08,83.032,83.032,81.326,81.553,265391700,94.531
2007-05-07,82.35,82.35,82.35,82.35,000,95.454
2007-05-04,81.61,82.913,82.35,82.35,238974300,95.454
2007-05-03,82.236,82.537,79.62,81.61,264591100,94.597
2007-05-02,81.951,82.122,81.269,81.894,108779800,94.927
2007-05-01,81.61,82.065,80.791,81.496,118356700,94.466
2007-04-30,81.326,82.674,80.473,81.61,193674700,94.597
2007-04-27,81.439,83.032,81.212,81.269,316862500,94.202
2007-04-26,81.269,82.69,80.984,81.439,270762000,94.399
2007-04-25,80.928,81.212,79.847,80.643,151886900,93.477
2007-04-24,81.553,81.553,79.563,80.643,201173500,93.477
2007-04-23,82.292,82.292,80.757,81.212,194093300,94.136
2007-04-20,80.188,81.789,80.188,81.382,313928300,94.333
2007-04-19,78.71,80.188,78.312,79.79,220270000,92.488
2007-04-18,79.563,79.79,78.482,78.88,243452800,91.433
2007-04-17,79.62,80.536,78.966,79.79,190675100,92.488
2007-04-16,79.563,79.685,78.88,79.392,210589000,92.026
2007-04-13,78.596,79.108,56.871,78.766,231269300,91.301
2007-04-12,79.051,79.79,78.084,78.652,240619800,91.169
2007-04-11,78.88,79.628,77.712,78.766,414116100,91.301
2007-04-10,78.482,104.415,77.743,78.596,384779700,91.103
2007-04-09,77.743,77.743,77.743,77.743,000,90.114
2007-04-06,77.743,77.743,77.743,77.743,000,90.114
2007-04-05,78.141,78.141,77.288,77.743,250064500,90.114
2007-04-04,78.482,78.652,77.629,78.027,171783800,90.444
2007-04-03,78.255,78.596,77.572,78.596,341744000,91.103
2007-04-02,77.515,78.977,77.06,77.686,279459100,90.049
2007-03-30,79.847,79.896,76.036,77.06,625782700,89.323
2007-03-29,79.904,80.757,36.398,80.529,136759900,93.345
2007-03-28,79.733,80.853,79.392,79.733,157716200,92.422
2007-03-27,80.359,80.757,59.317,80.018,164677200,92.752
2007-03-26,80.643,81.69,79.278,79.62,164627300,92.29
2007-03-23,81.553,81.553,79.62,79.62,499200100,92.29
2007-03-22,82.463,82.634,76.814,81.61,837627200,94.597
2007-03-21,80.814,82.952,80.245,81.326,208617600,94.268
2007-03-20,81.212,81.36,78.529,80.984,414425900,93.872
2007-03-19,79.62,81.098,76.803,80.814,403412400,93.674
2007-03-16,77.629,79.762,77.487,79.193,493375400,91.796
2007-03-15,77.344,78.198,77.913,77.913,455643500,90.312
2007-03-14,76.776,77.771,76.172,76.207,427593700,88.335
2007-03-13,79.335,79.744,78.482,78.482,156373800,90.972
2007-03-12,79.477,79.904,78.766,79.051,120571500,91.631
2007-03-09,79.051,80.529,78.766,79.335,179615700,91.961
2007-03-08,78.624,79.672,78.198,79.477,196614900,92.125
2007-03-07,78.198,78.766,77.487,78.34,176548800,90.807
2007-03-06,78.482,78.624,77.487,77.913,243871700,90.312
2007-03-05,77.487,79.572,77.338,77.771,243607700,90.147
2007-03-02,79.335,80.52,78.234,78.766,225854500,91.301
2007-03-01,80.615,81.326,77.334,79.051,385960400,91.631
2007-02-28,80.33,82.819,80.188,80.473,404017000,93.279
2007-02-27,83.174,83.458,81.61,81.61,308978800,94.597
2007-02-26,83.032,83.743,82.782,83.743,188035800,97.069
2007-02-23,83.458,83.743,82.428,83.032,195024600,96.245
2007-02-22,84.027,84.312,83.032,83.174,203330800,96.41
2007-02-21,85.591,85.733,83.458,83.60,303269800,96.904
2007-02-20,86.302,86.359,85.165,85.591,187891000,99.212
2007-02-19,85.449,86.16,85.022,85.733,216199500,99.376
2007-02-16,85.022,85.165,84.312,84.88,172255800,98.388
2007-02-15,85.733,85.733,84.453,85.165,170856800,98.718
2007-02-14,85.591,85.591,84.169,85.591,176580900,99.212
2007-02-13,86.586,86.728,84.681,85.306,235942000,98.882
2007-02-12,85.875,87.297,83.885,86.018,352179100,99.706
2007-02-09,85.591,85.591,84.453,84.88,267959500,98.388
2007-02-08,85.733,87.013,82.747,85.591,196319800,99.212
2007-02-07,84.738,86.146,84.596,85.733,261382900,99.376
2007-02-06,84.738,85.306,84.453,84.738,152160900,98.223
2007-02-05,84.027,84.738,83.885,84.596,129682000,98.058
2007-02-02,85.165,85.506,83.743,84.169,682975700,97.564
2007-02-01,85.022,85.489,83.60,85.449,1936655400,99.047
2007-01-31,85.306,86.217,84.169,84.169,359595900,97.564
2007-01-30,84.312,84.738,83.238,83.60,236131100,96.904
2007-01-29,83.743,84.88,83.575,84.738,310944700,98.223
2007-01-26,84.88,85.591,84.169,84.738,283948600,98.223
2007-01-25,86.444,87.155,82.747,85.306,422732500,98.882
2007-01-24,84.88,85.449,83.949,85.449,239140200,99.047
2007-01-23,84.88,85.54,83.743,84.88,198496200,98.388
2007-01-22,85.591,86.047,84.312,84.88,265072100,98.388
2007-01-19,84.169,84.453,83.032,84.312,239561500,97.729
2007-01-18,84.88,84.88,84.027,84.027,695128000,97.399
2007-01-17,84.738,85.372,83.527,84.88,257128200,98.388
2007-01-16,85.022,85.022,84.027,84.453,214851400,97.893
2007-01-15,84.88,85.165,84.169,85.165,143919700,98.718
2007-01-12,84.738,86.074,84.254,84.88,265273900,98.388
2007-01-11,83.174,84.88,82.89,84.738,415160600,98.223
2007-01-10,85.022,85.165,82.89,82.89,324901100,96.08
2007-01-09,84.027,86.018,83.541,85.022,460913300,98.553
2007-01-08,83.032,84.027,82.179,83.885,207707600,97.234
2007-01-05,84.312,85.343,83.032,83.032,318639100,96.245
2007-01-04,82.036,84.453,82.036,84.312,357066100,97.729
2007-01-03,81.894,83.799,81.61,82.605,270598900,95.751
2007-01-02,80.33,82.179,80.046,81.752,326404600,94.762
2007-01-01,80.473,80.473,80.473,80.473,000,93.279
2006-12-29,80.615,80.899,80.046,80.473,102524000,93.279
2006-12-28,81.326,81.397,80.473,80.757,73372900,93.608
2006-12-27,80.757,81.326,80.33,81.326,104946900,94.268
2006-12-26,80.757,80.757,80.757,80.757,000,93.608
2006-12-25,80.757,80.757,80.757,80.757,000,93.608
2006-12-22,81.468,85.496,80.137,80.757,100101400,93.608
2006-12-21,82.463,86.108,80.899,81.752,197686000,94.762
2006-12-20,82.747,84.795,82.321,83.032,190239300,96.245
2006-12-19,82.463,82.907,81.61,82.321,315131600,95.421
2006-12-18,82.89,83.60,82.179,82.605,230331800,95.751
2006-12-15,82.321,88.576,79.62,83.032,786671300,96.245
2006-12-14,81.61,82.343,81.019,82.321,245603300,95.421
2006-12-13,80.046,83.589,79.597,81.61,375806100,94.597
2006-12-12,78.482,80.461,78.115,80.188,300725700,92.949
2006-12-11,79.051,79.62,78.34,78.624,181126400,91.136
2006-12-08,77.913,79.051,77.344,78.624,258389900,91.136
2006-12-07,77.487,78.09,77.059,78.056,173442300,90.477
2006-12-06,78.624,78.766,77.344,77.629,286335700,89.983
2006-12-05,77.629,78.766,27.867,78.624,299894100,91.136
2006-12-04,75.638,76.776,75.612,76.776,174578800,88.994
2006-12-01,76.491,76.918,74.916,75.354,233039100,87.346
2006-11-30,76.35,77.203,75.923,76.491,257078900,88.664
2006-11-29,76.065,76.634,75.496,76.491,204542300,88.664
2006-11-28,75.638,78.482,74.408,75.496,314418400,87.511
2006-11-27,76.918,78.482,75.781,75.781,361484100,87.84
2006-11-24,76.918,77.771,75.638,77.203,308054900,89.488
2006-11-23,76.35,77.259,76.207,76.776,200368100,88.994
2006-11-22,77.344,78.966,75.638,75.923,251785200,88.005
2006-11-21,78.482,79.114,73.933,78.056,375945000,88.992
2006-11-20,77.913,79.051,77.498,78.34,245954300,89.316
2006-11-17,78.909,79.193,62.558,78.198,258169300,89.153
2006-11-16,78.766,79.62,78.34,79.193,246888000,90.288
2006-11-15,78.482,80.067,76.722,79.051,407742700,90.126
2006-11-14,79.904,80.473,75.182,77.06,531407100,87.857
2006-11-13,76.491,77.913,71.658,77.344,353130600,88.181
2006-11-10,76.065,77.532,74.786,76.491,303859400,87.208
2006-11-09,75.212,76.776,64.776,76.207,266871200,86.884
2006-11-08,75.212,75.836,74.507,75.07,250112000,85.587
2006-11-07,76.776,84.806,73.933,75.638,254095000,86.235
2006-11-06,76.634,76.918,75.781,76.491,187577900,87.208
2006-11-03,76.918,77.203,76.207,76.207,202595500,86.884
2006-11-02,77.06,77.629,76.028,77.06,457194100,87.857
2006-11-01,76.918,77.771,76.902,77.06,365716200,87.857
2006-10-31,76.35,77.771,75.923,76.776,464632600,87.533
2006-10-30,74.928,77.119,74.928,76.207,319112100,86.884
2006-10-27,75.923,77.344,75.781,76.35,329689300,87.046
2006-10-26,76.065,77.203,75.07,75.496,418698900,86.074
2006-10-25,74.074,85.306,73.648,74.786,264191400,85.263
2006-10-24,73.364,73.933,72.937,73.933,189164200,84.291
2006-10-23,73.506,73.79,72.511,73.648,198925800,83.966
2006-10-20,73.221,74.074,72.795,73.08,254944300,83.318
2006-10-19,72.795,73.506,69.138,73.221,196092300,83.48
2006-10-18,73.08,74.074,72.795,73.221,276157100,83.48
2006-10-17,73.648,73.79,72.795,73.08,226221900,83.318
2006-10-16,74.359,74.359,73.364,73.933,165047100,84.291
2006-10-13,74.217,75.354,73.654,74.359,221579600,84.777
2006-10-12,74.217,74.836,73.221,73.933,238651400,84.291
2006-10-11,73.648,74.786,71.343,74.074,306798900,84.452
2006-10-10,72.226,80.074,71.868,73.506,424337600,83.804
2006-10-09,71.515,72.391,71.231,71.658,181555100,81.697
2006-10-06,71.373,72.795,70.165,71.80,248696600,81.859
2006-10-05,72.795,72.831,71.373,71.80,416572900,81.859
2006-10-04,70.094,72.368,69.246,72.368,590601100,82.507
2006-10-03,68.245,69.951,67.933,69.525,348913500,79.265
2006-10-02,69.241,69.781,68.245,68.672,188557900,78.293
2006-09-29,69.241,70.435,68.632,69.525,322142200,79.265
2006-09-28,68.672,69.487,68.245,69.383,254493500,79.104
2006-09-27,67.819,101.799,67.638,69.098,488234200,78.779
2006-09-26,66.112,67.819,65.677,67.677,461005700,77.159
2006-09-25,65.402,66.864,65.118,65.686,326012200,74.889
2006-09-22,65.544,66.262,64.833,65.402,233352200,74.565
2006-09-21,65.259,66.539,65.118,66.112,491560500,75.375
2006-09-20,64.975,65.686,65.118,65.118,317925700,74.241
2006-09-19,65.971,66.112,48.625,64.975,237674300,74.078
2006-09-18,65.828,66.397,66.112,66.112,338772600,75.375
2006-09-15,66.112,66.539,64.833,66.112,326447300,75.375
2006-09-14,67.25,67.351,66.112,66.255,277525400,75.537
2006-09-13,66.681,67.904,67.108,67.108,715962800,76.51
2006-09-12,65.259,66.824,64.975,66.824,481810000,76.186
2006-09-11,65.402,65.259,64.691,65.259,211459900,74.402
2006-09-08,64.264,64.975,63.98,64.549,146646200,73.592
2006-09-07,64.549,64.975,63.553,63.98,215854200,72.943
2006-09-06,65.259,65.402,64.833,64.975,141812600,74.078
2006-09-05,65.402,65.544,64.833,65.118,135826800,74.241
2006-09-04,65.259,65.425,64.517,64.833,119809200,73.916
2006-09-01,64.975,65.402,64.419,65.259,146946500,74.402
2006-08-31,65.259,65.402,64.549,64.691,198373000,73.754
2006-08-30,64.691,65.686,64.549,65.402,358355500,74.565
2006-08-29,64.264,65.043,63.838,64.549,258892300,73.592
2006-08-28,63.838,63.838,63.838,63.838,000,72.782
2006-08-25,63.553,64.264,62.678,63.838,272129100,72.782
2006-08-24,62.701,63.411,59.715,62.985,173447000,71.809
2006-08-23,62.701,63.718,61.79,62.842,184286200,71.647
2006-08-22,62.842,92.575,62.558,62.842,158467300,71.647
2006-08-21,62.558,63.127,62.228,62.558,148058500,71.323
2006-08-18,62.558,62.842,61.648,62.558,321915700,71.323
2006-08-17,62.701,63.612,61.705,62.842,293598600,71.647
2006-08-16,62.985,62.558,61.979,62.558,421333600,71.323
2006-08-15,62.558,63.588,62.274,63.269,340393700,72.133
2006-08-14,62.416,62.871,61.563,62.701,243597500,71.485
2006-08-11,63.838,64.992,61.136,62.558,481400300,71.323
2006-08-10,64.833,65.118,63.127,63.696,530517400,72.619
2006-08-09,65.118,66.274,64.833,66.255,217863500,75.537
2006-08-08,65.828,66.283,65.259,65.402,189515900,74.565
2006-08-07,65.971,66.255,65.259,65.259,109443300,74.402
2006-08-04,65.544,66.824,64.833,66.539,234836100,75.861
2006-08-03,66.112,66.255,65.118,65.118,195811000,74.241
2006-08-02,65.118,66.255,64.691,65.971,214662600,75.213
2006-08-01,66.255,67.392,64.639,64.975,265163800,74.078
2006-07-31,67.961,67.961,65.686,66.112,291050700,75.375
2006-07-28,65.686,67.819,65.117,67.819,183581400,88.366
